,name,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,albumName
880,Daisies___Katy Perry,Katy Perry,Daisies,173123,2020-08-08 05:10:00,0.639,0.546,1,-5.382,1,0.0407,0.0837,0.0,0.122,0.149,122.179,audio_features,173124,4,Daisies
881,Tattoos Together___Lauv,Lauv,Tattoos Together,25233,2020-08-08 05:31:00,0.862,0.4,4,-7.486,1,0.0736,0.00575,7.49e-06,0.123,0.596,122.963,audio_features,186613,4,~how i'm feeling~
882,Closer___The Chainsmokers,The Chainsmokers,Closer,2670,2020-08-08 09:12:00,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,audio_features,244960,4,Closer
883,Dil Hi Toh Hai___Pritam,Pritam,Dil Hi Toh Hai,280496,2020-08-08 09:17:00,0.482,0.694,0,-5.368,1,0.042,0.452,0.0,0.11,0.573,90.196,audio_features,280496,4,"Dil Hi Toh Hai (From ""The Sky Is Pink"")"
884,September Song - Guitar Acoustic___JP Cooper,JP Cooper,September Song - Guitar Acoustic,212152,2020-08-08 09:20:00,0.396,0.421,3,-7.9,1,0.0326,0.364,0.0,0.136,0.527,89.579,audio_features,212153,4,Slow Mornings
885,Lie To Me (feat. Julia Michaels)___5 Seconds of Summer,5 Seconds of Summer,Lie To Me (feat. Julia Michaels),92310,2020-08-08 09:22:00,0.611,0.52,0,-5.445,1,0.0346,0.0132,0.0,0.105,0.771,159.927,audio_features,149878,4,Lie To Me (feat. Julia Michaels)
886,Aazaadiyan (Pairon Ki Bediyan)___Amit Trivedi,Amit Trivedi,Aazaadiyan (Pairon Ki Bediyan),88189,2020-08-08 13:18:00,0.548,0.466,2,-7.083,1,0.0242,0.389,4.01e-05,0.125,0.202,100.066,audio_features,337903,4,Udaan
887,Kab Se Kab Tak___Ranveer Singh,Ranveer Singh,Kab Se Kab Tak,3654,2020-08-08 16:17:00,0.772,0.588,9,-10.315,0,0.226,0.565,0.000908,0.106,0.262,82.969,audio_features,213242,4,Gully Boy
888,Ikk Kudi___Shahid Mallya,Shahid Mallya,Ikk Kudi,3169,2020-08-08 16:17:00,0.641,0.374,11,-6.731,1,0.0284,0.723,1.64e-05,0.135,0.265,120.035,audio_features,242862,4,Udta Punjab
889,Listen to the Man___George Ezra,George Ezra,Listen to the Man,1263,2020-08-08 16:17:00,0.599,0.551,9,-5.937,1,0.0317,0.503,0.0,0.0875,0.538,121.122,audio_features,183680,4,Wanted on Voyage (Expanded Edition)
890,tere bina___Zaeden,Zaeden,tere bina,857,2020-08-08 16:17:00,0.889,0.341,7,-7.909,1,0.0424,0.117,3.7e-06,0.0734,0.942,118.003,audio_features,157246,4,tere bina
891,Let Me Stay___Mahesh,Mahesh,Let Me Stay,2754,2020-08-08 16:17:00,0.564,0.298,8,-18.707,1,0.0595,0.883,0.151,0.108,0.527,196.091,audio_features,149183,4,7 Ways
892,Aashiq Banaya Aapne___Himesh Reshammiya,Himesh Reshammiya,Aashiq Banaya Aapne,7006,2020-08-08 16:18:00,0.573,0.746,11,-6.108,0,0.0513,0.142,1.63e-05,0.277,0.508,105.064,audio_features,222676,4,Hate Story Iv
893,Aap Ki Kashish___Himesh Reshammiya,Himesh Reshammiya,Aap Ki Kashish,330636,2020-08-08 16:23:00,0.69,0.78,8,-7.412,0,0.0489,0.117,0.0,0.0696,0.718,110.963,audio_features,333653,4,Aashiq Banaya Aapne
894,Deep Concentration music ___Sleep Deep Music,Sleep Deep Music,Deep Concentration music ,3583587,2020-08-09 12:14:00,0.171,0.219,9,-26.556,0,0.0635,0.832,0.923,0.138,0.0832,110.774,audio_features,123609,5,"Focus & Work: Music for Deep Focus and Thunderstorm Sounds, Background Working Music, Study and Soothing Office Music"
895,Khol De Baahein___Sachin-Jigar,Sachin-Jigar,Khol De Baahein,189445,2020-08-09 12:17:00,0.606,0.217,1,-14.647,1,0.0352,0.89,0.00173,0.0816,0.406,139.661,audio_features,189446,3,Meri Pyaari Bindu
896,Tum Badal Gaye - Gibson Sessions at Saavn Studios___Ankur Tewari,Ankur Tewari,Tum Badal Gaye - Gibson Sessions at Saavn Studios,262767,2020-08-09 12:22:00,0.686,0.4,0,-9.326,1,0.0353,0.865,4.91e-05,0.158,0.34,139.946,audio_features,262768,3,Tum Badal Gaye (Gibson Sessions at Saavn Studios)
897,"I Love You Baby, I Love You Doll___Parekh & Singh",Parekh & Singh,"I Love You Baby, I Love You Doll",169986,2020-08-09 12:24:00,0.721,0.418,4,-11.315,1,0.0343,0.305,1.4e-06,0.277,0.651,94.935,audio_features,169987,4,Ocean
898,Renegades___X Ambassadors,X Ambassadors,Renegades,105583,2020-08-09 12:31:00,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,audio_features,195200,4,VHS
899,Tune Kaha___Prateek Kuhad,Prateek Kuhad,Tune Kaha,1990,2020-08-09 12:31:00,0.362,0.763,3,-8.514,1,0.0589,0.015,0.00481,0.237,0.431,187.291,audio_features,216886,4,Tune Kaha
900,with you / for you - Audiotree Live Version___Prateek Kuhad,Prateek Kuhad,with you / for you - Audiotree Live Version,2113,2020-08-09 12:31:00,0.778,0.0911,11,-16.138,1,0.0636,0.9,0.0177,0.105,0.339,112.263,audio_features,264582,4,Prateek Kuhad on Audiotree Live
901,Sit Next to Me___Foster The People,Foster The People,Sit Next to Me,1162,2020-08-09 12:31:00,0.638,0.738,6,-4.976,0,0.0292,0.117,0.000384,0.689,0.657,97.021,audio_features,243147,4,Sacred Hearts Club
902,Po Indru Neeyaga___Anirudh Ravichander,Anirudh Ravichander,Po Indru Neeyaga,1661,2020-08-09 12:32:00,0.489,0.595,3,-3.788,0,0.0273,0.262,0.0,0.0813,0.459,144.859,audio_features,223327,3,Velai Illa Pattadhaari (Original Motion Picture Soundtrack)
903,Better Than It All___Raghav Meattle,Raghav Meattle,Better Than It All,5482,2020-08-09 12:32:00,0.678,0.657,4,-7.853,1,0.0795,0.286,0.0,0.117,0.798,67.501,audio_features,181773,4,Songs From a Matchbox
904,Hai Mera Dil___Udit Narayan,Udit Narayan,Hai Mera Dil,2548,2020-08-09 12:32:00,0.76,0.565,5,-9.737,0,0.0489,0.239,2.35e-06,0.102,0.758,126.016,audio_features,408840,4,Bewafaa (Original Motion Picture Soundtrack)
905,Your Body Is a Wonderland___John Mayer,John Mayer,Your Body Is a Wonderland,1524,2020-08-09 12:32:00,0.647,0.729,5,-6.251,1,0.0236,0.0206,0.0489,0.134,0.687,94.01,audio_features,249627,4,Room For Squares
906,Shaam Tanha___Agnee,Agnee,Shaam Tanha,119443,2020-08-09 12:34:00,0.441,0.538,2,-10.1,1,0.0888,0.409,0.00515,0.143,0.731,169.676,audio_features,299360,4,Agnee
907,Let Me Move You - From the Netflix film Work It___Sabrina Carpenter,Sabrina Carpenter,Let Me Move You - From the Netflix film Work It,147070,2020-08-09 16:45:00,0.624,0.628,4,-6.582,0,0.0408,0.0112,0.0191,0.0814,0.772,114.556,audio_features,147071,4,Let Me Move You (From the Netflix film Work It)
908,Exhale___Sabrina Carpenter,Sabrina Carpenter,Exhale,164708,2020-08-09 16:48:00,0.513,0.266,7,-10.611,1,0.0357,0.879,0.0,0.123,0.276,74.009,audio_features,164709,4,Singular Act II
909,Rare___Selena Gomez,Selena Gomez,Rare,220589,2020-08-09 16:51:00,0.838,0.545,5,-6.713,1,0.0706,0.208,8.01e-05,0.103,0.631,114.998,audio_features,220590,4,Rare
910,Stained Glass___Madison Beer,Madison Beer,Stained Glass,207531,2020-08-09 16:55:00,0.278,0.605,11,-4.972,1,0.0479,0.305,0.0,0.0795,0.13,84.874,audio_features,207532,4,Life Support
911,Liar___Camila Cabello,Camila Cabello,Liar,207038,2020-08-09 16:58:00,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,audio_features,207039,4,Liar
912,Slow Motion___Charlotte Lawrence,Charlotte Lawrence,Slow Motion,183849,2020-08-09 17:01:00,0.665,0.61,0,-7.655,0,0.0436,0.423,0.0,0.127,0.473,127.976,audio_features,183850,4,Slow Motion
913,I Choose - From The Netflix Original Film The Willoughbys___Alessia Cara,Alessia Cara,I Choose - From The Netflix Original Film The Willoughbys,217347,2020-08-09 17:05:00,0.66,0.631,0,-6.464,1,0.0764,0.386,0.0,0.16,0.416,138.007,audio_features,217348,3,I Choose (From The Netflix Original Film The Willoughbys)
914,Sue Me___Sabrina Carpenter,Sabrina Carpenter,Sue Me,179226,2020-08-09 17:08:00,0.46,0.809,6,-5.415,1,0.326,0.0422,5.04e-05,0.138,0.609,157.184,audio_features,179227,4,Singular Act I
915,Wrong Direction___Hailee Steinfeld,Hailee Steinfeld,Wrong Direction,111020,2020-08-10 05:28:00,0.39,0.388,10,-9.017,1,0.0355,0.472,0.0,0.157,0.187,72.934,audio_features,248987,4,Half Written Story
916,Lonely Oak___A.B. Chediski,A.B. Chediski,Lonely Oak,162705,2020-08-10 05:31:00,0.541,0.161,0,-16.577,1,0.0503,0.958,0.915,0.273,0.126,130.385,audio_features,162706,3,Woodworks Vol. 1
917,Lake of Remembrance___Ken Verheecke,Ken Verheecke,Lake of Remembrance,230000,2020-08-10 05:35:00,0.277,0.196,11,-14.759,1,0.0423,0.794,0.917,0.0967,0.0803,99.033,audio_features,229974,4,Remembrances
918,Maui No Ka Oi (Guitar Version)___Randal L Meek,Randal L Meek,Maui No Ka Oi (Guitar Version),200000,2020-08-10 05:38:00,0.481,0.196,10,-15.021,1,0.0414,0.897,0.883,0.106,0.0749,110.566,audio_features,200000,4,Maui No Ka Oi (Guitar Version)
919,Floating___Maneli Jamal,Maneli Jamal,Floating,272066,2020-08-10 05:43:00,0.575,0.844,6,-4.89,0,0.072,0.00172,0.0,0.114,0.277,104.914,audio_features,177801,4,Floating Through Space
920,Felicia___Antoine Pepe,Antoine Pepe,Felicia,134746,2020-08-10 05:45:00,0.525,0.16,7,-20.232,1,0.0655,0.951,0.952,0.108,0.21,122.983,audio_features,134746,4,Felicia
921,Let Me Be What I Am___Agustín Amigó,Agustín Amigó,Let Me Be What I Am,102426,2020-08-10 05:47:00,0.632,0.314,7,-13.541,1,0.0577,0.946,0.918,0.122,0.943,95.436,audio_features,102427,4,Slow and Peaceful Guitar
922,Bibo No Aozora___Henrik Janson,Henrik Janson,Bibo No Aozora,186791,2020-08-10 05:50:00,0.485,0.115,9,-13.514,0,0.0379,0.954,0.955,0.11,0.112,116.67,audio_features,186791,4,Bibo No Aozora
923,La Lunga Strada___Miguel Serugetti,Miguel Serugetti,La Lunga Strada,123793,2020-08-10 05:52:00,0.659,0.0978,7,-18.785,1,0.0637,0.917,0.346,0.109,0.109,118.574,audio_features,123794,4,La Lunga Strada
924,Duende___Tommy Berre,Tommy Berre,Duende,133409,2020-08-10 05:54:00,0.633,0.123,0,-15.655,1,0.0535,0.984,0.951,0.111,0.102,131.892,audio_features,133409,3,Duende
925,Bouchon___Brique a Braq,Brique a Braq,Bouchon,251846,2020-08-10 09:19:00,0.759,0.122,11,-14.909,1,0.0841,0.953,0.904,0.109,0.0399,90.992,audio_features,292025,4,Woodworks Vol. 1
926,City Life___Raghav Meattle,Raghav Meattle,City Life,159358,2020-08-10 11:16:00,0.647,0.45,4,-12.358,1,0.0339,0.563,6.89e-05,0.143,0.339,94.962,audio_features,160844,4,City Life - Single
927,Tell Me You Get Lonely___Frankie Ballard,Frankie Ballard,Tell Me You Get Lonely,188893,2020-08-10 11:19:00,0.431,0.727,11,-5.832,1,0.048,0.03,8.68e-06,0.118,0.751,200.083,audio_features,188893,4,Sunshine & Whiskey
928,Drinky Drink___Frankie Ballard,Frankie Ballard,Drinky Drink,179066,2020-08-10 11:22:00,0.507,0.943,2,-5.516,1,0.0809,0.0241,0.0,0.317,0.837,176.024,audio_features,179067,4,Sunshine & Whiskey
929,I'm Thinking Country___Frankie Ballard,Frankie Ballard,I'm Thinking Country,126983,2020-08-10 11:24:00,0.648,0.838,4,-5.429,1,0.0273,0.00231,0.0,0.242,0.856,119.983,audio_features,170667,4,Sunshine & Whiskey
930,Not a Love Song - Rock___Raghav Meattle,Raghav Meattle,Not a Love Song - Rock,10430,2020-08-12 01:47:00,0.364,0.604,4,-6.923,0,0.0274,0.00629,2.01e-06,0.0935,0.587,94.431,audio_features,206299,4,What Are the Odds?
931,Two Left Feet___Raghav Meattle,Raghav Meattle,Two Left Feet,1657,2020-08-12 01:47:00,0.565,0.68,9,-6.108,1,0.0263,0.000648,0.000114,0.262,0.674,129.006,audio_features,315107,4,Tired Eyes
932,Stood up & Fried___Raghav Meattle,Raghav Meattle,Stood up & Fried,1255,2020-08-12 01:47:00,0.568,0.867,9,-5.166,1,0.0392,0.0243,4.18e-06,0.131,0.613,104.464,audio_features,165880,4,Songs From a Matchbox
933,I'm Always Right___Raghav Meattle,Raghav Meattle,I'm Always Right,965,2020-08-12 01:47:00,0.397,0.816,4,-5.534,1,0.0514,0.0176,0.0,0.317,0.578,126.107,audio_features,202507,4,Songs From a Matchbox
934,Please Come Back to Me___Raghav Meattle,Raghav Meattle,Please Come Back to Me,1394,2020-08-12 01:47:00,0.441,0.848,4,-5.553,1,0.0837,0.1,0.0,0.0973,0.554,203.195,audio_features,148600,4,Songs From a Matchbox
935,One Sided Stories___Raghav Meattle,Raghav Meattle,One Sided Stories,1967,2020-08-12 01:47:00,0.619,0.802,9,-7.269,1,0.0608,0.298,0.0,0.181,0.616,101.523,audio_features,145533,4,Songs From a Matchbox
936,Bar Talk___Raghav Meattle,Raghav Meattle,Bar Talk,166447,2020-08-12 01:47:00,0.641,0.725,7,-8.163,1,0.0409,0.184,3.18e-06,0.15,0.805,137.897,audio_features,159320,4,Songs From a Matchbox
937,Better Than It All___Raghav Meattle,Raghav Meattle,Better Than It All,180412,2020-08-12 01:50:00,0.678,0.657,4,-7.853,1,0.0795,0.286,0.0,0.117,0.798,67.501,audio_features,181773,4,Songs From a Matchbox
938,Back in Time___Raghav Meattle,Raghav Meattle,Back in Time,1056,2020-08-12 01:51:00,0.803,0.0948,0,-14.512,1,0.0426,0.912,0.0,0.112,0.419,77.968,audio_features,168791,3,Back in Time
939,"Near's Theme (From ""Death Note"") - Instrumental___Anime Kei",Anime Kei,"Near's Theme (From ""Death Note"") - Instrumental",7579,2020-08-12 01:52:00,0.574,0.354,8,-20.725,0,0.0468,0.991,0.933,0.107,0.766,134.98,audio_features,183112,4,L's Themes (The Greatest Instrumental Themes from Death Note)
940,"Alumina (From ""Death Note Series 1"") - Instrumental___Anime Kei",Anime Kei,"Alumina (From ""Death Note Series 1"") - Instrumental",2419,2020-08-12 01:52:00,0.523,0.171,10,-25.919,0,0.0393,0.973,0.864,0.129,0.383,92.5,audio_features,184364,4,L's Themes (The Greatest Instrumental Themes from Death Note)
941,"Light's Theme (From ""Death Note"") - Instrumental___Anime Kei",Anime Kei,"Light's Theme (From ""Death Note"") - Instrumental",3496,2020-08-12 01:52:00,0.567,0.182,2,-23.204,0,0.0399,0.988,0.872,0.117,0.327,129.988,audio_features,202268,4,L's Themes (The Greatest Instrumental Themes from Death Note)
942,"L's Theme (From ""Death Note"") - Instrumental___Anime Kei",Anime Kei,"L's Theme (From ""Death Note"") - Instrumental",1238,2020-08-12 01:52:00,0.587,0.389,4,-24.327,0,0.0435,0.932,0.863,0.185,0.929,134.0,audio_features,180672,4,L's Themes (The Greatest Instrumental Themes from Death Note)
943,"Near's Theme (From ""Death Note"") - Instrumental___Anime Kei",Anime Kei,"Near's Theme (From ""Death Note"") - Instrumental",121498,2020-08-12 02:23:00,0.574,0.354,8,-20.725,0,0.0468,0.991,0.933,0.107,0.766,134.98,audio_features,183112,4,L's Themes (The Greatest Instrumental Themes from Death Note)
944,Ladki Badi Anjani Hai___Kumar Sanu,Kumar Sanu,Ladki Badi Anjani Hai,1084,2020-08-12 03:32:00,0.637,0.774,7,-9.327,1,0.056,0.522,0.0001,0.0901,0.731,121.108,audio_features,381707,4,Kuch Kuch Hota Hai
945,Tirchi Topiwale - 1___Amit Kumar,Amit Kumar,Tirchi Topiwale - 1,3548,2020-08-12 03:32:00,0.657,0.799,5,-11.258,0,0.0646,0.245,2.96e-06,0.402,0.825,123.569,audio_features,392093,4,Tridev
946,Ek Do Teen Char___Alka Yagnik,Alka Yagnik,Ek Do Teen Char,2674,2020-08-12 03:32:00,0.423,0.903,1,-7.596,1,0.149,0.612,1.43e-05,0.923,0.774,130.675,audio_features,457280,4,Tezaab
947,Dil Tote Tote Ho Gaya___Shweta Shetty,Shweta Shetty,Dil Tote Tote Ho Gaya,2632,2020-08-12 03:32:00,0.519,0.783,0,-13.36,1,0.15,0.155,1.46e-06,0.365,0.758,103.031,audio_features,338093,4,Bichhoo
948,Aankh Mare___Kumar Sanu,Kumar Sanu,Aankh Mare,9102,2020-08-12 03:32:00,0.806,0.968,5,-6.087,1,0.0952,0.548,0.0,0.0657,0.788,129.931,audio_features,313160,4,Tere Mere Sapne
949,It Happens Only In India___Anand Raj Anand,Anand Raj Anand,It Happens Only In India,1657,2020-08-12 03:32:00,0.844,0.81,10,-11.752,0,0.144,0.141,0.000177,0.106,0.692,100.011,audio_features,401480,4,Pardesi Babu
950,Tamma Tamma Loge___Bappi Lahiri,Bappi Lahiri,Tamma Tamma Loge,3944,2020-08-12 03:32:00,0.755,0.699,7,-11.153,1,0.0598,0.27,1.82e-05,0.042,0.621,122.544,audio_features,474358,4,Thanedaar
951,Dhak Dhak Karne Laga___Anuradha Paudwal,Anuradha Paudwal,Dhak Dhak Karne Laga,4620,2020-08-12 03:32:00,0.813,0.571,7,-9.816,1,0.133,0.752,3.93e-06,0.0692,0.918,131.318,audio_features,320387,4,Beta
952,Main Khiladi Tu Anari___Abhijeet,Abhijeet,Main Khiladi Tu Anari,107019,2020-08-12 03:34:00,0.72,0.816,3,-12.099,0,0.039,0.000266,0.000213,0.0989,0.788,131.193,audio_features,372613,4,Main Khiladi Tu Anari (Original Motion Picture Soundtrack)
953,Duniya Mein Aaye___Kumar Sanu,Kumar Sanu,Duniya Mein Aaye,156120,2020-08-12 03:36:00,0.801,0.702,0,-9.874,1,0.045,0.339,4.95e-05,0.275,0.953,129.986,audio_features,364107,4,Judwaa (Original Motion Picture Soundtrack)
954,Ankhiyon Se Goli Maare___Sonu Nigam,Sonu Nigam,Ankhiyon Se Goli Maare,3417,2020-08-12 03:40:00,0.833,0.84,2,-8.543,1,0.0895,0.123,5.51e-06,0.0812,0.623,101.977,audio_features,314000,4,Dulhe Raja
955,Muqabala Muqabala___Mano,Mano,Muqabala Muqabala,208070,2020-08-12 03:40:00,0.87,0.563,0,-11.493,1,0.124,0.102,0.000232,0.0895,0.537,119.782,audio_features,328893,4,Hum Se Hai Muqabala - Kadalan (Original Motion Picture Soundtrack)
956,O O Jaane Jaana___Kamaal Khan,Kamaal Khan,O O Jaane Jaana,2644,2020-08-12 03:40:00,0.781,0.766,7,-8.728,1,0.0564,0.122,0.000104,0.121,0.798,106.193,audio_features,345240,4,Pyaar Kiya To Darna Kya
957,Mr. Lova Lova___Udit Narayan,Udit Narayan,Mr. Lova Lova,15061,2020-08-12 03:47:00,0.775,0.885,7,-7.556,1,0.126,0.228,0.000133,0.061,0.827,90.03,audio_features,323000,4,Ishq (Original Motion Picture Soundtrack)
958,Kay Sera Sera___Shankar Mahadevan,Shankar Mahadevan,Kay Sera Sera,425413,2020-08-12 03:47:00,0.805,0.67,2,-13.187,1,0.0601,0.0493,5e-05,0.203,0.916,122.992,audio_features,425413,4,Pukar (Original Motion Picture Soundtrack)
959,"Kudi Nu Nachne De (From ""Angrezi Medium"")___Vishal Dadlani",Vishal Dadlani,"Kudi Nu Nachne De (From ""Angrezi Medium"")",4168,2020-08-14 02:32:00,0.834,0.688,9,-7.494,1,0.0653,0.175,0.0,0.174,0.876,117.949,audio_features,172382,4,"Kudi Nu Nachne De (From ""Angrezi Medium"")"
960,Ilahi___Pritam,Pritam,Ilahi,228982,2020-08-14 02:32:00,0.593,0.967,9,-5.767,1,0.0907,0.166,2.54e-05,0.105,0.452,131.988,audio_features,228982,4,Yeh Jawaani Hai Deewani
961,Ilahi (Reprise)___Pritam,Pritam,Ilahi (Reprise),24539,2020-08-14 02:32:00,0.568,0.921,9,-4.558,1,0.0771,0.277,3.59e-06,0.151,0.647,131.903,audio_features,214796,4,Yeh Jawaani Hai Deewani
962,Tum Ho Toh___Farhan Akhtar,Farhan Akhtar,Tum Ho Toh,1449,2020-08-14 02:36:00,0.469,0.361,0,-8.275,1,0.0293,0.785,0.00154,0.104,0.0775,111.972,audio_features,251277,4,Rock On
963,"Khamoshiyan (From ""Khamoshiyan"")___Jeet Gannguli",Jeet Gannguli,"Khamoshiyan (From ""Khamoshiyan"")",238357,2020-08-14 02:36:00,0.524,0.52,2,-6.838,0,0.0272,0.643,0.0,0.158,0.259,143.885,audio_features,335710,3,"Khamoshiyan (From ""Khamoshiyan"")"
964,Shaamein___Armaan Malik,Armaan Malik,Shaamein,4706,2020-08-14 02:36:00,0.465,0.485,6,-7.247,1,0.0383,0.509,0.0,0.111,0.488,80.956,audio_features,193333,4,"Shaamein (From ""Broken But Beautiful Season 2"")"
965,Offo___Aditi Singh Sharma,Aditi Singh Sharma,Offo,1384,2020-08-14 02:36:00,0.799,0.609,3,-6.729,1,0.0448,0.0158,0.0,0.0642,0.758,130.031,audio_features,213942,4,2 States
966,"Chan Kitthan (From ""Chan Kitthan"")___Ayushmann Khurrana",Ayushmann Khurrana,"Chan Kitthan (From ""Chan Kitthan"")",1398,2020-08-14 02:36:00,0.693,0.538,5,-7.665,1,0.0278,0.355,0.0,0.108,0.378,95.993,audio_features,269351,4,Guitar Cafe - Ayushmann Khurrana
967,Phir Le Aya Dil - Reprise___Pritam,Pritam,Phir Le Aya Dil - Reprise,1115,2020-08-14 02:36:00,0.237,0.543,7,-8.921,1,0.0372,0.838,3.86e-06,0.0961,0.316,73.896,audio_features,305613,4,Barfi! (Original Motion Picture Soundtrack)
968,Marz___The Yellow Diary,The Yellow Diary,Marz,222579,2020-08-14 02:40:00,0.433,0.599,9,-7.293,1,0.0717,0.479,2.04e-06,0.12,0.338,71.798,audio_features,222579,4,Marz
969,Ikk Kudi___Shahid Mallya,Shahid Mallya,Ikk Kudi,1858,2020-08-14 02:42:00,0.641,0.374,11,-6.731,1,0.0284,0.723,1.64e-05,0.135,0.265,120.035,audio_features,242862,4,Udta Punjab
970,Hey Ya !___Clinton Cerejo,Clinton Cerejo,Hey Ya !,128113,2020-08-14 02:42:00,0.799,0.588,7,-9.136,0,0.0302,0.184,2.68e-05,0.0788,0.789,115.087,audio_features,254990,4,Karthik Calling Karthik
971,Kab Se Kab Tak___Ranveer Singh,Ranveer Singh,Kab Se Kab Tak,207075,2020-08-14 02:56:00,0.772,0.588,9,-10.315,0,0.226,0.565,0.000908,0.106,0.262,82.969,audio_features,213242,4,Gully Boy
972,Bar Talk___Raghav Meattle,Raghav Meattle,Bar Talk,159320,2020-08-14 10:39:00,0.641,0.725,7,-8.163,1,0.0409,0.184,3.18e-06,0.15,0.805,137.897,audio_features,159320,4,Songs From a Matchbox
973,Two Left Feet___Raghav Meattle,Raghav Meattle,Two Left Feet,19646,2020-08-14 10:40:00,0.565,0.68,9,-6.108,1,0.0263,0.000648,0.000114,0.262,0.674,129.006,audio_features,315107,4,Tired Eyes
974,I'm Always Right___Raghav Meattle,Raghav Meattle,I'm Always Right,943,2020-08-14 10:40:00,0.397,0.816,4,-5.534,1,0.0514,0.0176,0.0,0.317,0.578,126.107,audio_features,202507,4,Songs From a Matchbox
975,She Can___Raghav Meattle,Raghav Meattle,She Can,166928,2020-08-14 10:43:00,0.715,0.713,4,-9.436,1,0.0452,0.398,6.32e-06,0.109,0.583,105.508,audio_features,174067,4,Songs From a Matchbox
976,Bar Talk___Raghav Meattle,Raghav Meattle,Bar Talk,153509,2020-08-14 10:45:00,0.641,0.725,7,-8.163,1,0.0409,0.184,3.18e-06,0.15,0.805,137.897,audio_features,159320,4,Songs From a Matchbox
977,Bar Talk___Raghav Meattle,Raghav Meattle,Bar Talk,159119,2020-08-14 10:47:00,0.641,0.725,7,-8.163,1,0.0409,0.184,3.18e-06,0.15,0.805,137.897,audio_features,159320,4,Songs From a Matchbox
978,Bar Talk___Raghav Meattle,Raghav Meattle,Bar Talk,159320,2020-08-14 12:46:00,0.641,0.725,7,-8.163,1,0.0409,0.184,3.18e-06,0.15,0.805,137.897,audio_features,159320,4,Songs From a Matchbox
979,Aao Chalein___Taba Chake,Taba Chake,Aao Chalein,14524,2020-08-14 13:10:00,0.705,0.637,10,-7.367,1,0.084,0.126,0.0308,0.233,0.819,127.656,audio_features,185305,4,Bombay Dreams
980,Obo___William Edessa,William Edessa,Obo,26924,2020-08-14 13:10:00,0.464,0.578,5,-7.586,0,0.21,0.287,0.0,0.0857,0.688,92.725,audio_features,185387,3,Rap ete 2021
981,Moments___IFEELU,IFEELU,Moments,196930,2020-08-14 13:14:00,0.121,0.0485,8,-27.125,1,0.0366,0.927,0.945,0.154,0.0688,80.794,audio_features,204706,4,Moments
982,Evening Calm___Mandala Ohm,Mandala Ohm,Evening Calm,169139,2020-08-14 13:16:00,0.124,0.0248,10,-28.893,1,0.0428,0.954,0.725,0.111,0.0415,86.534,audio_features,95596,4,Release all Tension For Cats
983,The Outcast___Lionheart,Lionheart,The Outcast,178242,2020-08-14 13:19:00,0.159,0.0962,4,-23.768,0,0.0371,0.944,0.985,0.527,0.037,132.557,audio_features,188500,4,Edge of Dimensions
984,Breathing Exercises___Calming Music Ensemble,Calming Music Ensemble,Breathing Exercises,244659,2020-08-14 13:23:00,0.0653,0.0259,1,-26.64,1,0.0432,0.965,0.938,0.0757,0.185,51.794,audio_features,253692,4,"111 Zen Power Tracks: Music for Yoga, Pilates and Tai-Chi (Nature Sounds, Ocean Waves, Birds in Garden and Forest, Water Ambient, Oriental Flute, Calming New Age)"
985,Wee Hours___Brendon Moeller,Brendon Moeller,Wee Hours,102911,2020-08-14 13:25:00,0.105,0.104,1,-18.983,1,0.0423,0.636,0.898,0.0991,0.0317,86.801,audio_features,235932,3,Smouldering
986,Ennavaley___Dhilip Varman,Dhilip Varman,Ennavaley,109671,2020-08-14 13:27:00,0.764,0.706,11,-6.828,0,0.0779,0.634,0.0,0.0668,0.576,104.914,audio_features,243949,4,Saran Z Ennavaley
987,Underdogs___Paul B Sailus,Paul B Sailus,Underdogs,12615,2020-08-14 13:27:00,0.774,0.876,6,-6.955,1,0.0532,0.0567,1.73e-05,0.146,0.572,124.069,audio_features,193577,4,Underdogs
988,Nee Illaa Oru Naalum___A Kiran Sravan,A Kiran Sravan,Nee Illaa Oru Naalum,36651,2020-08-14 13:29:00,0.566,0.442,11,-10.502,0,0.0493,0.483,1.6e-05,0.0768,0.381,169.913,audio_features,288000,4,Engengu Nee Sendra Pothum
989,Vasanam___Kaber Vasuki,Kaber Vasuki,Vasanam,110677,2020-08-14 13:29:00,0.735,0.239,1,-12.159,0,0.0307,0.907,0.00292,0.107,0.233,101.051,audio_features,280396,4,Kurangan Era
990,Maria Two___Daddy Shaq,Daddy Shaq,Maria Two,26898,2020-08-14 13:30:00,0.649,0.807,5,-6.686,0,0.101,0.0157,0.00447,0.323,0.739,67.503,audio_features,268069,4,Daddy Shaqs - September Eleven
991,Sathiyama___Mugen Rao,Mugen Rao,Sathiyama,31695,2020-08-14 13:31:00,0.63,0.505,11,-7.359,0,0.0433,0.691,0.0,0.084,0.367,144.82,audio_features,278069,4,Sathiyama
